"created
_at",Kwh,vry,vyb,vbr,vrn,vyn,vbn,ir,iy,ib
"2019-09-
23T03:2
4:00.000
Z","0.01919
371999
999566
4",410,"0.01086
425781
25",410,237,237,237,"2.14062
5","2.32812
5",1.90625
"2019-09-
23T03:2
6:00.000
Z","0.03825
826000
000234",410,"0.01147
460937
5",410,237,238,237,"2.14062
5","2.29687
5",1.90625
"2019-09-
23T03:2
8:00.000
Z",0,410,"0.01147
460937
5",410,237,238,237,"2.14062
5","2.29687
5",1.90625
"2019-09-
23T03:3
0:00.000
Z","0.01905
791999
999201",410,"0.01159
667968
75",410,237,238,238,2.09375,"2.32812
5",1.9375
"2019-09-
23T03:3
1:00.000
Z","0.01925
456000
000122",412,"0.01153
564453
125",412,237,238,238,2.125,"2.29687
5","1.91406
25"
"2019-09-
23T03:3
3:00.000
Z","0.01919
838000
000163
5",412,"0.01129
150390
625",412,237,238,238,2.125,2.28125,1.90625
"2019-09-
23T03:3
5:00.000
Z","0.01892
313999
999896
8",410,"0.01141
357421
875",410,237,238,237,2.125,2.25,"1.89843
75"
"2019-09-
23T03:3
6:00.000
Z","0.01914
380000
000528
6",410,"0.01135
253906
25",410,237,237,237,2.09375,2.28125,"1.91406
25"
"2019-09-
23T03:3
8:00.000
Z","0.03819
539999
999688",410,"0.01104
736328
125",410,237,237,237,2.125,2.28125,"1.89062
5"
"2019-09-
23T03:4
0:00.000
Z",0,410,"0.01104
736328
125",410,237,237,237,2.125,2.28125,"1.89062
5"
"2019-09-
23T03:4
1:00.000
Z","0.01894
070000
000647
2",410,"2.20992
937954
59005e-
36",410,237,237,237,"2.14062
5",2.3125,"1.92968
75"
"2019-09-
23T03:4
3:00.000
Z","0.01917
033999
999694",412,"0.01141
357421
875",412,237,238,238,"2.10937
5",2.28125,"1.88281
25"
"2019-09-
23T03:4
5:00.000
Z","0.01905
624000
000534
5",412,"0.01116
943359
375",412,237,238,"2.29221
398410
34606e-
36",2.15625,"2.29687
5",1.90625
"2019-09-
23T03:4
6:00.000
Z","0.01913
633999
999729",410,"0.01159
667968
75",410,237,237,238,"2.14062
5","2.29687
5",1.90625
"2019-09-
23T03:4
8:00.000
Z","0.03797
800000
000279
4",412,"0.01147
460937
5",412,237,238,238,"2.10937
5",2.28125,"1.89843
75"
"2019-09-
23T03:5
0:00.000
Z",0,412,"0.01147
460937
5",412,237,238,238,"2.10937
5",2.28125,"1.89843
75"
"2019-09-
23T03:5
2:00.000
Z","0.01903
069999
998842
7",412,"0.01129
150390
625","2.29221
398410
34606e-
36",238,238,238,"2.10937
5",2.3125,"1.89843
75"
"2019-09-
23T03:5
3:00.000
Z","0.01921
774000
000732
5",412,"0.01135
253906
25",412,"2.29221
398410
34606e-
36",238,238,"2.14062
5",2.28125,1.90625
"2019-09-
23T03:5
5:00.000
Z","0.01909
418000
000005",412,"0.01153
564453
125",412,237,238,238,"2.14062
5","2.29687
5",1.90625
"2019-09-
23T03:5
7:00.000
Z","0.01897
202000
000106
8",412,"0.01153
564453
125",412,237,238,238,"2.14062
5","2.29687
5",1.875
"2019-09-
23T03:5
8:00.000
Z","0.03799
491999
999736
5",412,"0.01141
357421
875",412,238,239,238,"2.10937
5","2.29687
5","1.89062
5"
"2019-09-
23T04:0
0:00.000
Z",0,412,"0.01141
357421
875",412,238,239,238,"2.10937
5","2.29687
5","1.89062
5"
"2019-09-
23T04:0
2:00.000
Z","0.03812
885999
999707",412,"0.01098
632812
5",412,238,239,239,2.15625,2.3125,1.90625
"2019-09-
23T04:0
3:00.000
Z",0,412,"0.01098
632812
5",412,238,239,239,2.15625,2.3125,1.90625
"2019-09-
23T04:0
5:00.000
Z","0.01885
787999
999593",412,"0.01110
839843
75",412,238,238,238,"2.17187
5","2.29687
5",1.84375
"2019-09-
23T04:0
7:00.000
Z","0.01903
456000
000005
4",412,"0.01062
011718
75",412,238,238,238,2.15625,"2.32812
5","1.85156
25"
"2019-09-
23T04:0
8:00.000
Z","0.01886
810000
000696
2",412,"0.01086
425781
25",412,238,238,238,2.15625,2.3125,"1.85156
25"
"2019-09-
23T04:1
0:00.000
Z","0.01899
954000
000434
6",412,"0.01080
322265
625",412,238,238,238,2.15625,2.3125,"1.89843
75"
"2019-09-
23T04:1
2:00.000
Z","0.01906
547999
99902","2.29221
398410
34606e-
36","0.01098
632812
5",412,237,238,238,"2.17187
5","2.26562
5","1.85156
25"
"2019-09-
23T04:1
3:00.000
Z","0.01882
690000
000002
5",410,"0.01086
425781
25",410,237,238,237,2.15625,"2.29687
5","1.86718
75"
"2019-09-
23T04:1
5:00.000
Z","0.01893
916000
000899
6",412,"0.01080
322265
625","2.29221
398410
34606e-
36",238,238,238,2.15625,"2.29687
5","1.85937
5"
"2019-09-
23T04:1
7:00.000
Z","0.01881
059999
999706
5",412,"0.01110
839843
75",412,238,238,238,2.15625,"2.29687
5","1.85156
25"
"2019-09-
23T04:1
9:00.000
Z","0.01893
214000
000443
8",412,"0.01116
943359
375",412,238,238,238,"2.17187
5",2.3125,"1.85156
25"
"2019-09-
23T04:2
0:00.000
Z","0.01895
429999
999760
3",410,"0.01080
322265
625",410,237,237,237,"2.17187
5","2.29687
5","1.88281
25"
"2019-09-
23T04:2
2:00.000
Z","0.01884
631999
999692
2",410,"0.01025
390625",410,236,237,237,2.15625,2.3125,"1.86718
75"
"2019-09-
23T04:2
4:00.000
Z","0.01906
768000
000738
6",410,"0.01068
115234
375",410,236,237,237,"2.17187
5","2.32812
5","1.89843
75"
"2019-09-
23T04:2
5:00.000
Z","0.01882
465999
999840
4",410,"0.01074
21875",410,236,237,237,"2.17187
5","2.32812
5",1.875
"2019-09-
23T04:2
7:00.000
Z","0.01894
215999
999141
6",410,"0.01068
115234
375",410,236,237,236,"2.14062
5","2.29687
5",1.875
"2019-09-
23T04:2
9:00.000
Z","0.03775
668000
000587",410,"0.01098
632812
5",410,237,237,237,2.15625,"2.26562
5","1.83593
75"
"2019-09-
23T04:3
0:00.000
Z",0,410,"0.01098
632812
5",410,237,237,237,2.15625,"2.26562
5","1.83593
75"
"2019-09-
23T04:3
2:00.000
Z","0.01890
256000
000226
8",410,"0.01062
011718
75",410,237,237,237,2.15625,"2.32812
5","1.85156
25"
"2019-09-
23T04:3
4:00.000
Z","0.01874
970000
000030
3","2.29221
398410
34606e-
36","0.01092
529296
875",410,237,237,237,"2.17187
5",2.28125,"1.82031
25"
"2019-09-
23T04:3
5:00.000
Z","0.01888
595999
999961
5",410,"0.00976
5625",410,236,237,237,2.15625,"2.29687
5","1.85156
25"
"2019-09-
23T04:3
7:00.000
Z","0.01873
657999
999704
7",410,"0.01043
701171
875",410,236,237,237,"2.14062
5",2.3125,"1.83593
75"
"2019-09-
23T04:3
9:00.000
Z","0.01887
406000
000192",410,"0.01098
632812
5","2.29221
398410
34606e-
36",236,237,237,2.15625,"2.32812
5","1.86718
75"
"2019-09-
23T04:4
1:00.000
Z","0.01890
608000
000065
8",408,"0.01074
21875",408,236,237,236,"2.14062
5",2.3125,1.84375
"2019-09-
23T04:4
2:00.000
Z","0.01875
628000
000142
6",408,"0.01043
701171
875",408,236,236,236,2.15625,2.3125,1.875
"2019-09-
23T04:4
4:00.000
Z","0.01894
307999
999728",408,"2.20992
937954
59005e-
36",408,235,236,236,2.125,"2.29687
5","1.86718
75"
"2019-09-
23T04:4
6:00.000
Z","0.01871
407999
999064
4",408,"0.01037
597656
25",408,235,235,235,"2.14062
5","2.32812
5",1.875
"2019-09-
23T04:4
7:00.000
Z","0.01910
994000
000937
3",408,"0.01049
804687
5",408,"2.29221
398410
34606e-
36",236,236,"2.17187
5",2.3125,"1.88281
25"
"2019-09-
23T04:4
9:00.000
Z","0.01867
631999
999866
7",408,"0.01062
011718
75",408,236,236,236,2.15625,2.34375,"1.85937
5"
"2019-09-
23T04:5
1:00.000
Z","0.01882
151999
999769",408,"0.01062
011718
75",408,236,236,236,2.15625,2.34375,1.84375
"2019-09-
23T04:5
2:00.000
Z","0.01861
699999
999837",408,"0.01037
597656
25",408,236,236,236,2.1875,"2.32812
5","1.86718
75"
"2019-09-
23T04:5
4:00.000
Z","0.01877
658000
00052",408,"0.01037
597656
25",408,235,236,236,2.15625,2.3125,"1.85937
5"
"2019-09-
23T04:5
6:00.000
Z","0.01865
355999
999156",408,"0.01092
529296
875",408,235,236,236,2.15625,2.3125,"1.85937
5"
"2019-09-
23T04:5
7:00.000
Z","0.01877
502000
000095",408,"0.01062
011718
75",408,235,236,236,2.15625,2.3125,"1.85156
25"
"2019-09-
23T04:5
9:00.000
Z","0.01882
138000
000850
2",408,"0.01062
011718
75",408,236,236,236,2.1875,2.3125,"1.85156
25"
"2019-09-
23T05:0
1:00.000
Z","0.01851
451999
999699",408,"0.01025
390625",408,"2.29221
398410
34606e-
36",236,"2.29221
398410
34606e-
36",2.125,"2.29687
5","2.24519
421007
0569e-
36"
"2019-09-
23T05:0
2:00.000
Z","0.01877
409999
999508
6",408,"0.01037
597656
25",408,235,236,236,"2.14062
5","2.32812
5","1.83593
75"
"2019-09-
23T05:0
4:00.000
Z","0.01856
923999
999708",408,"0.01000
976562
5",408,235,236,236,2.15625,2.34375,1.8125
"2019-09-
23T05:0
6:00.000
Z","0.01865
160000
001196
7",408,"0.01031
494140
625","2.29221
398410
34606e-
36",235,236,235,2.15625,"2.32812
5",1.8125
"2019-09-
23T05:0
8:00.000
Z","0.01862
645999
999949
8",406,"0.01031
494140
625",406,235,235,235,"2.17187
5",2.34375,"1.78906
25"
"2019-09-
23T05:0
9:00.000
Z","0.01850
280000
000202
6",408,"0.01031
494140
625",408,235,235,235,"2.14062
5","2.32812
5",1.78125
"2019-09-
23T05:1
1:00.000
Z","0.01860
707999
998703
6",406,"0.01000
976562
5",406,235,235,235,"2.10937
5",2.34375,"1.75781
25"
"2019-09-
23T05:1
3:00.000
Z","0.01841
333999
999915
4",406,"2.20992
937954
59005e-
36",406,235,235,235,2.15625,"2.32812
5","1.76562
5"
"2019-09-
23T05:1
4:00.000
Z","0.01823
898000
000918",406,"0.01007
080078
125",406,235,235,235,"2.25694
915357
8792e-3
6",2.3125,1.53125
"2019-09-
23T05:1
6:00.000
Z","0.01851
937999
999791",406,"0.00994
873046
875",406,234,235,235,"2.14062
5",2.34375,"1.91406
25"
"2019-09-
23T05:1
8:00.000
Z","0.01922
827999
999572",408,"0.01013
183593
75",408,235,236,235,"2.17187
5","2.29687
5","1.96093
75"
"2019-09-
23T05:1
9:00.000
Z","0.01924
857999
999949",408,"0.00988
769531
25",408,235,236,235,"2.14062
5","2.32812
5",1.90625
"2019-09-
23T05:2
1:00.000
Z","0.01883
692000
000155
4",406,"0.00988
769531
25",406,235,236,235,"2.14062
5",2.34375,"1.96093
75"
"2019-09-
23T05:2
3:00.000
Z","0.03860
878000
000957",408,"0.00988
769531
25",408,235,"2.29221
398410
34606e-
36",235,2.125,2.3125,"1.94531
25"
"2019-09-
23T05:2
4:00.000
Z",0,408,"0.00988
769531
25",408,235,"2.29221
398410
34606e-
36",235,2.125,2.3125,"1.94531
25"
"2019-09-
23T05:2
6:00.000
Z","0.01898
459999
999613
6",408,"0.00939
941406
25",408,235,236,235,2.15625,"2.32812
5","1.92187
5"
"2019-09-
23T05:2
8:00.000
Z","0.01889
620000
000286
4",406,"0.00982
666015
625",406,235,236,235,2.15625,"2.32812
5",1.9375
"2019-09-
23T05:3
0:00.000
Z","0.01892
181999
998865
7",408,"0.00976
5625",408,235,236,235,2.125,2.3125,1.9375
"2019-09-
23T05:3
1:00.000
Z","0.01897
642000
000633",408,"0.00964
355468
75",408,235,235,235,2.125,"2.32812
5","1.88281
25"
"2019-09-
23T05:3
3:00.000
Z","0.01909
911999
999894
6",406,"0.00952
148437
5",406,235,235,235,"2.14062
5","2.32812
5","1.83593
75"
"2019-09-
23T05:3
5:00.000
Z","0.01895
537999
999942",406,"0.00964
355468
75",406,234,235,235,"2.14062
5","2.35937
5","1.94531
25"
"2019-09-
23T05:3
6:00.000
Z","0.01919
719999
999506
4",406,"0.00946
044921
875",406,234,235,235,2.125,"2.32812
5","1.92187
5"
"2019-09-
23T05:3
8:00.000
Z","0.01890
296000
000671
3",406,"0.00952
148437
5",406,234,235,235,"2.10937
5",2.3125,"1.91406
25"
"2019-09-
23T05:4
0:00.000
Z","0.01910
371999
999915
8",406,"0.00958
251953
125",406,234,235,235,"2.14062
5",2.3125,1.90625
"2019-09-
23T05:4
1:00.000
Z","0.01911
569999
999483",406,"2.20992
937954
59005e-
36",406,234,235,235,"2.10937
5",2.34375,"1.92968
75"
"2019-09-
23T05:4
3:00.000
Z","0.01887
922000
000253
5",406,"0.00964
355468
75",406,234,235,235,2.125,2.3125,1.96875
"2019-09-
23T05:4
5:00.000
Z","0.01917
770000
000018
6",406,"0.00952
148437
5",406,234,235,235,2.125,2.28125,"1.89062
5"
"2019-09-
23T05:4
6:00.000
Z","0.01887
880000
000586
8",406,"0.00939
941406
25",406,234,234,234,2.125,"2.32812
5","1.92968
75"
"2019-09-
23T05:4
8:00.000
Z","0.01895
459999
99973",406,"0.00872
802734
375",406,233,235,235,2.15625,"2.26562
5",2.0625
"2019-09-
23T05:5
0:00.000
Z","0.01915
353999
999933
7",406,"0.00872
802734
375",406,234,235,235,"2.07812
5","2.17187
5","2.14062
5"
"2019-09-
23T05:5
1:00.000
Z","0.01934
447999
999974
7",406,"0.00976
5625",406,234,235,235,"2.14062
5",2.25,2.125
"2019-09-
23T05:5
3:00.000
Z","0.01963
876000
000164",406,"0.01000
976562
5",406,234,236,235,"2.10937
5",2.3125,"1.94531
25"
"2019-09-
23T05:5
5:00.000
Z","0.01948
596000
000543
3",406,"0.00982
666015
625",406,234,235,235,"2.14062
5","2.32812
5","1.92968
75"
"2019-09-
23T05:5
7:00.000
Z","0.01934
147999
998822
2",406,"0.01043
701171
875",406,234,235,235,2.125,"2.29687
5",1.9375
"2019-09-
23T05:5
8:00.000
Z","0.01938
079999
999899
7",406,"0.01031
494140
625",406,235,235,235,"2.17187
5",2.25,"2.04687
5"
"2019-09-
23T06:0
0:00.000
Z","0.01926
028000
000224",406,"0.01062
011718
75",406,234,235,235,2.125,2.21875,"2.04687
5"
"2019-09-
23T06:0
2:00.000
Z","0.01931
290000
000445",406,"0.01019
287109
375",406,234,235,235,2.09375,"2.17187
5",2.09375
"2019-09-
23T06:0
3:00.000
Z","0.01944
169999
999576
3",406,"0.01019
287109
375",406,234,235,235,"2.14062
5",2.28125,"1.98437
5"
"2019-09-
23T06:0
5:00.000
Z","0.01923
608000
000240
3",406,"0.01000
976562
5",406,234,235,234,2.15625,2.25,"2.01562
5"
"2019-09-
23T06:0
7:00.000
Z","0.01949
528000
000282",404,"0.00970
458984
375",404,233,234,234,"2.14062
5",2.28125,2.03125
"2019-09-
23T06:0
8:00.000
Z","0.01935
693999
999785",404,"0.00964
355468
75",404,233,234,234,"2.14062
5",2.1875,"2.04687
5"
"2019-09-
23T06:1
0:00.000
Z","0.01939
141999
999992
7",404,"0.00958
251953
125",404,232,234,233,2.15625,2.125,"2.14062
5"
"2019-09-
23T06:1
2:00.000
Z","0.01933
156000
000599
3",402,"0.00946
044921
875",402,232,233,"2.29221
398410
34606e-
36",2.15625,2.21875,"2.14062
5"
"2019-09-
23T06:1
3:00.000
Z","0.01926
485999
999568",402,"0.00958
251953
125",402,232,233,233,2.09375,2.25,2.03125
"2019-09-
23T06:1
5:00.000
Z","0.01949
652000
00006",402,"0.00952
148437
5",402,231,233,233,"2.14062
5","2.23437
5",2.125
"2019-09-
23T06:1
7:00.000
Z","0.01939
269999
999669
2",402,"0.00976
5625",402,232,233,233,"2.07812
5","2.23437
5",2.0625
"2019-09-
23T06:1
9:00.000
Z","0.01935
779999
999795",402,"0.00933
837890
625",402,233,233,232,2.125,"2.23437
5",2.0625
"2019-09-
23T06:2
0:00.000
Z","0.01926
682000
000437
2",400,"0.00927
734375",402,231,233,232,"2.14062
5",2.375,2
"2019-09-
23T06:2
2:00.000
Z","0.01926
803999
999538
2",402,"0.00933
837890
625",402,231,233,233,"2.07812
5","2.17187
5","2.17187
5"
"2019-09-
23T06:2
4:00.000
Z","0.01947
096000
000601
5",402,"0.00927
734375",402,232,233,233,"2.10937
5","2.23437
5","2.07812
5"
"2019-09-
23T06:2
5:00.000
Z","0.01925
830000
000132
8",402,"0.00946
044921
875",402,233,233,233,2.125,2.25,"2.07812
5"
"2019-09-
23T06:2
7:00.000
Z","0.01947
843999
999168","2.29221
398410
34606e-
36","0.00891
113281
25",404,233,233,233,"2.10937
5","2.26562
5","2.07812
5"
"2019-09-
23T06:2
9:00.000
Z","0.01926
950000
000943",404,"0.00909
423828
125",404,233,233,233,"2.14062
5",2.34375,"1.89843
75"
"2019-09-
23T06:3
0:00.000
Z","0.01917
736000
00015",404,"0.00903
320312
5",404,233,233,"2.29221
398410
34606e-
36","2.10937
5","2.20312
5","2.24519
421007
0569e-
36"
"2019-09-
23T06:3
2:00.000
Z","0.01918
301999
999675
8",404,"0.00903
320312
5",404,"2.29221
398410
34606e-
36",235,234,2.125,"2.35937
5","1.86718
75"
"2019-09-
23T06:3
4:00.000
Z","0.01883
887999
999569
7",404,"0.01037
597656
25",404,"2.29221
398410
34606e-
36",235,234,2.125,2.25,1.90625
"2019-09-
23T06:3
5:00.000
Z","0.01887
893999
999505
6",404,"0.01171
875",404,232,235,234,"2.17187
5",2.25,"2.01562
5"
"2019-09-
23T06:3
7:00.000
Z","0.01897
144000
000844
4",404,"0.01190
185546
875",404,233,235,234,2.1875,2.21875,1.96875
"2019-09-
23T06:3
9:00.000
Z","0.01909
533999
999985",404,"0.01171
875",404,234,234,234,2.125,2.25,"1.99218
75"
"2019-09-
23T06:4
0:00.000
Z","0.01910
285999
999905
6",402,"0.01159
667968
75",404,233,234,233,"2.07812
5","2.23437
5",2.03125
"2019-09-
23T06:4
2:00.000
Z","0.01896
799999
999348",404,"0.01190
185546
875",404,233,234,234,2.0625,"2.20312
5","2.14062
5"
"2019-09-
23T06:4
4:00.000
Z","0.01934
834000
001137
5",404,"0.01135
253906
25",404,233,234,234,"2.07812
5",2.1875,2.09375
"2019-09-
23T06:4
6:00.000
Z","0.01914
623999
99873",402,"0.01184
082031
25",404,232,235,234,2.09375,"2.17187
5","2.10937
5"
"2019-09-
23T06:4
7:00.000
Z","0.01922
646000
000532",404,"0.01184
082031
25",404,232,235,234,"2.10937
5",2.15625,2.15625
"2019-09-
23T06:4
9:00.000
Z","0.01930
404000
000271
5",404,"0.01165
771484
375",404,231,236,234,"2.01562
5",2.15625,2.125
"2019-09-
23T06:5
1:00.000
Z","0.01944
247999
999788
5",404,"0.01202
392578
125",404,233,235,234,2.09375,"2.23437
5",2.09375
"2019-09-
23T06:5
2:00.000
Z","0.01909
328000
000095
8",404,"0.01220
703125",404,234,234,234,"2.20312
5",2.21875,2.03125
"2019-09-
23T06:5
4:00.000
Z","0.01928
149999
999732",404,"0.01196
289062
5",404,233,235,234,"2.17187
5","2.42187
5","1.94531
25"
"2019-09-
23T06:5
6:00.000
Z","0.01901
664000
000164
2",402,"0.01202
392578
125",402,232,235,233,2.15625,"2.23437
5","1.89062
5"
"2019-09-
23T06:5
7:00.000
Z","0.01880
654000
000504
5",402,"0.01153
564453
125",404,233,235,233,"2.10937
5",2.1875,"2.04687
5"
"2019-09-
23T06:5
9:00.000
Z","0.01828
302000
000258",404,"0.01208
496093
75",404,232,235,234,"1.99218
75",2.0625,2.15625
"2019-09-
23T07:0
1:00.000
Z","0.01834
059999
99959",404,"0.01214
599609
375",404,232,235,234,1.96875,2.0625,"2.14062
5"
"2019-09-
23T07:0
2:00.000
Z","0.01856
987999
999546
6",404,"0.01208
496093
75",406,233,236,234,"2.04687
5",2.09375,"1.92187
5"
"2019-09-
23T07:0
4:00.000
Z","0.01836
175999
999977
6",404,"0.01214
599609
375",404,234,235,234,"2.04687
5",2.0625,2.03125
"2019-09-
23T07:0
6:00.000
Z","0.01833
138000
000326
3",402,"0.01239
013671
875",402,230,236,234,"1.96093
75",2.03125,"1.97656
25"
"2019-09-
23T07:0
8:00.000
Z","0.01861
479999
999574",404,"0.01214
599609
375",404,232,236,234,1.96875,2.03125,"2.29687
5"
"2019-09-
23T07:0
9:00.000
Z","0.01847
673999
999824
3",404,"0.01177
978515
625",404,232,235,"2.29221
398410
34606e-
36",2.0625,"2.07812
5","2.17187
5"
"2019-09-
23T07:1
1:00.000
Z","0.01844
504000
000597
4",406,"0.01208
496093
75",404,232,235,234,"2.07812
5",2.1875,"1.85937
5"
"2019-09-
23T07:1
3:00.000
Z","0.01851
043999
99982",402,"0.01208
496093
75",402,232,235,234,"2.14062
5","2.26562
5","1.53906
25"
"2019-09-
23T07:1
4:00.000
Z","0.01812
265999
999363",402,"0.01202
392578
125",402,232,235,233,2.03125,"2.29687
5","1.54687
5"
"2019-09-
23T07:1
6:00.000
Z","0.01797
216000
000480
6",400,"0.01123
046875",400,230,235,233,"1.92968
75","2.25694
915357
8792e-3
6","1.92968
75"
"2019-09-
23T07:1
8:00.000
Z","0.01798
178000
000189",400,"0.01135
253906
25",400,230,234,233,"1.89062
5","2.14062
5","2.10937
5"
"2019-09-
23T07:1
9:00.000
Z","0.01831
949999
999779",400,"0.01098
632812
5",402,231,233,232,"2.07812
5",2.25,"1.82031
25"
"2019-09-
23T07:2
1:00.000
Z","0.01789
712000
000872
8",400,"0.01135
253906
25",400,229,233,232,"2.04687
5","2.20312
5","1.82812
5"
"2019-09-
23T07:2
3:00.000
Z","0.01819
509999
999718",402,"0.01129
150390
625",402,231,234,232,"2.01562
5",2.09375,2.25
"2019-09-
23T07:2
4:00.000
Z","0.01847
389999
999723","2.29221
398410
34606e-
36","0.01110
839843
75",402,231,233,232,2.03125,"2.07812
5","2.04687
5"
"2019-09-
23T07:2
6:00.000
Z","0.01815
107999
9996",402,"0.01086
425781
25",402,231,234,232,"1.99218
75","2.26562
5",1.875
"2019-09-
23T07:2
8:00.000
Z","0.01857
936000
000336",400,"0.01104
736328
125",402,232,233,232,"2.07812
5",2.21875,"1.73437
5"
"2019-09-
23T07:2
9:00.000
Z","0.01815
218000
000459",398,"0.01129
150390
625",400,230,234,232,"2.04687
5",2.09375,"2.14062
5"
"2019-09-
23T07:3
1:00.000
Z","0.01856
889999
999839
3",400,"0.01098
632812
5",400,"2.29221
398410
34606e-
36",234,232,"2.04687
5","2.10937
5","2.20312
5"
"2019-09-
23T07:3
3:00.000
Z","0.01853
014000
000257
5",400,"0.01080
322265
625",400,230,233,232,2,"2.04687
5","2.29687
5"
"2019-09-
23T07:3
5:00.000
Z","0.01836
331999
998947
3",402,"0.01080
322265
625",402,230,233,232,2,2.09375,"2.25694
915357
8792e-
36"
"2019-09-
23T07:3
6:00.000
Z","0.01883
726000
000024",402,"0.01043
701171
875",402,232,233,232,"1.96093
75","2.10937
5",2.3125
"2019-09-
23T07:3
8:00.000
Z","0.01859
874000
000127
2",402,"0.01080
322265
625",402,231,234,232,2.03125,"2.14062
5",1.9375
"2019-09-
23T07:4
0:00.000
Z","0.01870
721999
999659
7",400,"0.01123
046875",400,231,233,232,"2.01562
5",2.125,2.09375
"2019-09-
23T07:4
1:00.000
Z","0.01865
950000
000884
6",398,"0.01129
150390
625",400,229,234,232,1.96875,2.03125,2.09375
"2019-09-
23T07:4
3:00.000
Z","0.01876
903999
999922
4",400,"0.01135
253906
25",400,229,234,"2.29221
398410
34606e-
36","1.96093
75",2.09375,"2.10937
5"
"2019-09-
23T07:4
5:00.000
Z","0.01885
429999
999178
2",402,"0.01086
425781
25",402,232,234,232,2.03125,2.03125,"2.29687
5"
"2019-09-
23T07:4
6:00.000
Z","0.01845
302000
000083
3",400,"0.01110
839843
75",400,230,234,233,2.09375,2.0625,2.09375
"2019-09-
23T07:4
8:00.000
Z","0.01868
708000
000333
2",402,"0.01074
21875",402,231,233,232,2.03125,"2.10937
5",2.0625
"2019-09-
23T07:5
0:00.000
Z","0.01839
310000
000114",400,"2.20992
937954
59005e-
36",402,232,234,232,"2.14062
5",2.15625,1.90625
"2019-09-
23T07:5
1:00.000
Z","0.01808
866000
000853",398,"0.01147
460937
5",400,231,233,232,"2.10937
5",2.25,"2.24519
421007
0569e-
36"
"2019-09-
23T07:5
3:00.000
Z","0.01864
017999
998759
6",400,"0.01068
115234
375",400,229,233,232,"1.99218
75","2.04687
5",2.28125
"2019-09-
23T07:5
5:00.000
Z","0.01869
408000
000112
2",402,"0.01104
736328
125",400,231,233,232,"1.97656
25",2.125,2.3125
"2019-09-
23T07:5
7:00.000
Z","0.01888
678000
000072
7",402,"0.01086
425781
25",402,231,232,232,"2.04687
5",2.09375,2.1875
"2019-09-
23T07:5
8:00.000
Z","0.01883
814000
000711
6",402,"0.01110
839843
75",402,232,233,233,"2.04687
5",2.03125,"2.14062
5"
"2019-09-
23T08:0
0:00.000
Z","0.03748
221999
999077
5",402,"0.01092
529296
875",402,231,234,233,"2.10937
5",2.09375,2.28125
"2019-09-
23T08:0
2:00.000
Z",0,402,"0.01092
529296
875",402,231,234,233,"2.10937
5",2.09375,2.28125
"2019-09-
23T08:0
3:00.000
Z","0.01895
580000
001064",400,"0.01043
701171
875",402,232,233,232,2.0625,2.09375,"2.04687
5"
"2019-09-
23T08:0
5:00.000
Z","0.01887
187999
999150
7",402,"0.01049
804687
5",400,230,234,232,"2.10937
5","2.14062
5",2.03125
"2019-09-
23T08:0
7:00.000
Z","0.02682
504000
001063
2",400,"0.01055
908203
125",400,231,233,232,"2.14062
5",2.125,2.1875
"2019-09-
23T08:0
9:00.000
Z","0.01862
771999
998949
5",398,"0.01025
390625",398,229,232,231,"2.07812
5","2.17187
5","2.07812
5"
"2019-09-
23T08:1
1:00.000
Z","0.01857
820000
000356
3",398,"0.01031
494140
625",396,228,232,230,2.0625,"2.10937
5","2.07812
5"
